,FB_int,essai,num_sujet,MoyenneBeta,MoyenneERD,MedianeERD,MedianeBeta,StdDevBeta,mvtMoyCond,mvtMedianCond,StdDevMvt
491,4,5,15,43.8115625,2.21270517676768,1.80479797979798,35.735,27.1770683824973,0,0,0
492,4,5,16,15.1934375,1.12543981481481,1.02851851851852,13.885,7.55039311489913,0.1390625,0,0.201420109432675
493,4,5,17,14.365,1.59611111111111,1.505,13.545,5.13242821234148,0.030625,0,0.0895485991677325
494,4,5,18,31.9309375,2.72913995726496,1.96837606837607,23.03,21.6600886662134,0.00125,0,0.00707106781186548
495,4,5,19,20.1234375,1.71995192307692,1.59188034188034,18.625,8.24111040489358,0.0228125,0,0.0724339242834238
496,4,5,20,14.43125,0.943218954248366,0.933006535947712,14.275,2.74079073826656,0.2175,0.14,0.249075710733543
497,4,5,21,13.89125,0.964670138888889,0.770486111111111,11.095,8.68683273139444,0.4628125,0.475,0.421006737935507
498,4,5,22,41.5821875,1.71120113168724,1.1798353909465,28.67,32.8794986358423,0.2621875,0,0.375557515675888
499,4,5,23,12.345,0.857291666666667,0.806944444444444,11.62,2.15686151917624,0.3375,0.4,0.246209981192294
500,4,5,24,4.095625,0.758449074074074,0.700925925925926,3.785,1.48713827263489,0.596875,0.62,0.247131119696773
